# Source: EPA Power Profiler crosswalk (USEPA/power-profiler GitHub, eGRID2023).
# (zip, wires utility) grain — feeds zip_supplier_candidates for non-CCA rows.
zip,state,eiaid,utility_name,subregion,predominant
40546,KY,10171,Kentucky Utilities Co,SRTV,TRUE
40550,KY,10171,Kentucky Utilities Co,SRTV,TRUE
40555,KY,10171,Kentucky Utilities Co,SRTV,TRUE
40574,KY,10171,Kentucky Utilities Co,SRTV,TRUE
40575,KY,10171,Kentucky Utilities Co,SRTV,TRUE
40576,KY,10171,Kentucky Utilities Co,SRTV,TRUE
40577,KY,10171,Kentucky Utilities Co,SRTV,TRUE
40578,KY,10171,Kentucky Utilities Co,SRTV,TRUE
40579,KY,10171,Kentucky Utilities Co,SRTV,TRUE
40580,KY,10171,Kentucky Utilities Co,SRTV,TRUE
40581,KY,10171,Kentucky Utilities Co,SRTV,TRUE
40582,KY,10171,Kentucky Utilities Co,SRTV,TRUE
40583,KY,10171,Kentucky Utilities Co,SRTV,TRUE
40588,KY,10171,Kentucky Utilities Co,SRTV,TRUE
40591,KY,10171,Kentucky Utilities Co,SRTV,TRUE
40598,KY,10171,Kentucky Utilities Co,SRTV,TRUE
40601,KY,1886,Blue Grass Energy Coop Corp,SRTV,TRUE
40601,KY,17044,"Shelby Energy Coop, Inc - (KY)",SRTV,FALSE
40601,KY,14251,Owen Electric Coop Inc,SRTV,FALSE
40601,KY,6708,City of Frankfort - (KY),SRTV,FALSE
40601,KY,10171,Kentucky Utilities Co,SRTV,FALSE
40602,KY,6708,City of Frankfort - (KY),SRTV,TRUE
40603,KY,6708,City of Frankfort - (KY),SRTV,TRUE
40604,KY,6708,City of Frankfort - (KY),SRTV,TRUE
40618,KY,6708,City of Frankfort - (KY),SRTV,TRUE
40619,KY,6708,City of Frankfort - (KY),SRTV,TRUE
40620,KY,6708,City of Frankfort - (KY),SRTV,TRUE
40621,KY,6708,City of Frankfort - (KY),SRTV,TRUE
40622,KY,6708,City of Frankfort - (KY),SRTV,TRUE
40701,KY,4622,"Cumberland Valley Electric, Inc.",SRTV,TRUE
40701,KY,18642,Tennessee Valley Authority,SRTV,FALSE
40701,KY,17564,South Kentucky Rural E C C,SRTV,FALSE
40701,KY,10171,Kentucky Utilities Co,SRTV,FALSE
40701,KY,9575,Jackson Energy Coop Corp - (KY),SRTV,FALSE
40702,KY,4341,Corbin City Utilities Comm,SRTV,TRUE
40724,KY,9575,Jackson Energy Coop Corp - (KY),SRTV,TRUE
40729,KY,9575,Jackson Energy Coop Corp - (KY),SRTV,TRUE
40729,KY,10171,Kentucky Utilities Co,SRTV,FALSE
40730,KY,9697,City of Jellico,SRTV,TRUE
40730,KY,18642,Tennessee Valley Authority,SRTV,FALSE
40734,KY,4622,"Cumberland Valley Electric, Inc.",SRTV,TRUE
40734,KY,10171,Kentucky Utilities Co,SRTV,FALSE
40737,KY,9575,Jackson Energy Coop Corp - (KY),SRTV,TRUE
40737,KY,10171,Kentucky Utilities Co,SRTV,FALSE
40740,KY,4622,"Cumberland Valley Electric, Inc.",SRTV,TRUE
40740,KY,9575,Jackson Energy Coop Corp - (KY),SRTV,FALSE
40740,KY,10171,Kentucky Utilities Co,SRTV,FALSE
40741,KY,4622,"Cumberland Valley Electric, Inc.",SRTV,TRUE
40741,KY,18642,Tennessee Valley Authority,SRTV,FALSE
40741,KY,9575,Jackson Energy Coop Corp - (KY),SRTV,FALSE
40741,KY,10171,Kentucky Utilities Co,SRTV,FALSE
40741,KY,17564,South Kentucky Rural E C C,SRTV,FALSE
40742,KY,10171,Kentucky Utilities Co,SRTV,TRUE
40743,KY,9575,Jackson Energy Coop Corp - (KY),SRTV,TRUE
40744,KY,4622,"Cumberland Valley Electric, Inc.",SRTV,TRUE
40744,KY,9575,Jackson Energy Coop Corp - (KY),SRTV,FALSE
40744,KY,10171,Kentucky Utilities Co,SRTV,FALSE
40744,KY,18642,Tennessee Valley Authority,SRTV,FALSE
40745,KY,10171,Kentucky Utilities Co,SRTV,TRUE
40755,KY,10171,Kentucky Utilities Co,SRTV,TRUE
40759,KY,4622,"Cumberland Valley Electric, Inc.",SRTV,TRUE
40759,KY,10171,Kentucky Utilities Co,SRTV,FALSE
40759,KY,18642,Tennessee Valley Authority,SRTV,FALSE
40763,KY,9697,City of Jellico,SRTV,TRUE
40763,KY,4622,"Cumberland Valley Electric, Inc.",SRTV,FALSE
40763,KY,18642,Tennessee Valley Authority,SRTV,FALSE
40769,KY,9697,City of Jellico,SRTV,TRUE
40769,KY,4622,"Cumberland Valley Electric, Inc.",SRTV,FALSE
40769,KY,10171,Kentucky Utilities Co,SRTV,FALSE
40769,KY,17564,South Kentucky Rural E C C,SRTV,FALSE
40769,KY,18642,Tennessee Valley Authority,SRTV,FALSE
40771,KY,4622,"Cumberland Valley Electric, Inc.",SRTV,TRUE
40771,KY,10171,Kentucky Utilities Co,SRTV,FALSE
40801,KY,10171,Kentucky Utilities Co,SRTV,TRUE
40801,KY,18642,Tennessee Valley Authority,SRTV,FALSE
40803,KY,22053,Kentucky Power Co,RFCW,TRUE
40806,KY,4622,"Cumberland Valley Electric, Inc.",SRTV,TRUE
40806,KY,10171,Kentucky Utilities Co,SRTV,FALSE
40806,KY,18642,Tennessee Valley Authority,SRTV,FALSE
40806,KY,22053,Kentucky Power Co,RFCW,FALSE
40807,KY,18642,Tennessee Valley Authority,SRTV,TRUE
40808,KY,4622,"Cumberland Valley Electric, Inc.",SRTV,TRUE
40808,KY,18642,Tennessee Valley Authority,SRTV,FALSE
40808,KY,22053,Kentucky Power Co,RFCW,FALSE
40810,KY,4622,"Cumberland Valley Electric, Inc.",SRTV,TRUE
40810,KY,22053,Kentucky Power Co,RFCW,FALSE
40810,KY,18642,Tennessee Valley Authority,SRTV,FALSE
40810,KY,10171,Kentucky Utilities Co,SRTV,FALSE
40813,KY,10171,Kentucky Utilities Co,SRTV,TRUE
40813,KY,18642,Tennessee Valley Authority,SRTV,FALSE
40815,KY,10171,Kentucky Utilities Co,SRTV,TRUE
40815,KY,18642,Tennessee Valley Authority,SRTV,FALSE
40816,KY,4622,"Cumberland Valley Electric, Inc.",SRTV,TRUE
40816,KY,22053,Kentucky Power Co,RFCW,FALSE
40818,KY,10171,Kentucky Utilities Co,SRTV,TRUE
40818,KY,18642,Tennessee Valley Authority,SRTV,FALSE
40819,KY,10171,Kentucky Utilities Co,SRTV,TRUE
40819,KY,18642,Tennessee Valley Authority,SRTV,FALSE
40820,KY,10171,Kentucky Utilities Co,SRTV,TRUE
40820,KY,18642,Tennessee Valley Authority,SRTV,FALSE
40823,KY,4622,"Cumberland Valley Electric, Inc.",SRTV,TRUE
40823,KY,10171,Kentucky Utilities Co,SRTV,FALSE
40823,KY,18642,Tennessee Valley Authority,SRTV,FALSE
40824,KY,10171,Kentucky Utilities Co,SRTV,TRUE
40824,KY,18642,Tennessee Valley Authority,SRTV,FALSE
40826,KY,4622,"Cumberland Valley Electric, Inc.",SRTV,TRUE
40826,KY,10171,Kentucky Utilities Co,SRTV,FALSE
40826,KY,18642,Tennessee Valley Authority,SRTV,FALSE
40826,KY,22053,Kentucky Power Co,RFCW,FALSE
40827,KY,4622,"Cumberland Valley Electric, Inc.",SRTV,TRUE
40827,KY,22053,Kentucky Power Co,RFCW,FALSE
40827,KY,9575,Jackson Energy Coop Corp - (KY),SRTV,FALSE
40828,KY,4622,"Cumberland Valley Electric, Inc.",SRTV,TRUE
40828,KY,10171,Kentucky Utilities Co,SRTV,FALSE
40828,KY,18642,Tennessee Valley Authority,SRTV,FALSE
40829,KY,10171,Kentucky Utilities Co,SRTV,TRUE
40829,KY,18642,Tennessee Valley Authority,SRTV,FALSE
40830,KY,10171,Kentucky Utilities Co,SRTV,TRUE
40830,KY,18642,Tennessee Valley Authority,SRTV,FALSE
40831,KY,10171,Kentucky Utilities Co,SRTV,TRUE
40831,KY,18642,Tennessee Valley Authority,SRTV,FALSE
40840,KY,4622,"Cumberland Valley Electric, Inc.",SRTV,TRUE
40840,KY,22053,Kentucky Power Co,RFCW,FALSE
40840,KY,18642,Tennessee Valley Authority,SRTV,FALSE
40840,KY,10171,Kentucky Utilities Co,SRTV,FALSE
40843,KY,10171,Kentucky Utilities Co,SRTV,TRUE
40843,KY,18642,Tennessee Valley Authority,SRTV,FALSE
40844,KY,22053,Kentucky Power Co,RFCW,TRUE
40845,KY,10171,Kentucky Utilities Co,SRTV,TRUE
40845,KY,18642,Tennessee Valley Authority,SRTV,FALSE
40847,KY,10171,Kentucky Utilities Co,SRTV,TRUE
40847,KY,18642,Tennessee Valley Authority,SRTV,FALSE
40849,KY,4622,"Cumberland Valley Electric, Inc.",SRTV,TRUE
40849,KY,18642,Tennessee Valley Authority,SRTV,FALSE
40854,KY,10171,Kentucky Utilities Co,SRTV,TRUE
40854,KY,18642,Tennessee Valley Authority,SRTV,FALSE
40855,KY,4622,"Cumberland Valley Electric, Inc.",SRTV,TRUE
40855,KY,10171,Kentucky Utilities Co,SRTV,FALSE
40855,KY,18642,Tennessee Valley Authority,SRTV,FALSE
40856,KY,10171,Kentucky Utilities Co,SRTV,TRUE
40856,KY,18642,Tennessee Valley Authority,SRTV,FALSE
40858,KY,4622,"Cumberland Valley Electric, Inc.",SRTV,TRUE
40858,KY,22053,Kentucky Power Co,RFCW,FALSE
40862,KY,4622,"Cumberland Valley Electric, Inc.",SRTV,TRUE
40862,KY,10171,Kentucky Utilities Co,SRTV,FALSE
40862,KY,18642,Tennessee Valley Authority,SRTV,FALSE
40862,KY,22053,Kentucky Power Co,RFCW,FALSE
40863,KY,10171,Kentucky Utilities Co,SRTV,TRUE
40863,KY,18642,Tennessee Valley Authority,SRTV,FALSE
40865,KY,4622,"Cumberland Valley Electric, Inc.",SRTV,TRUE
40865,KY,18642,Tennessee Valley Authority,SRTV,FALSE
40868,KY,9575,Jackson Energy Coop Corp - (KY),SRTV,TRUE
40868,KY,22053,Kentucky Power Co,RFCW,FALSE
40870,KY,4622,"Cumberland Valley Electric, Inc.",SRTV,TRUE
40870,KY,10171,Kentucky Utilities Co,SRTV,FALSE
40870,KY,18642,Tennessee Valley Authority,SRTV,FALSE
40873,KY,4622,"Cumberland Valley Electric, Inc.",SRTV,TRUE
40873,KY,18642,Tennessee Valley Authority,SRTV,FALSE
40873,KY,10171,Kentucky Utilities Co,SRTV,FALSE
40874,KY,4622,"Cumberland Valley Electric, Inc.",SRTV,TRUE
40874,KY,10171,Kentucky Utilities Co,SRTV,FALSE
40874,KY,22053,Kentucky Power Co,RFCW,FALSE
40902,KY,4622,"Cumberland Valley Electric, Inc.",SRTV,TRUE
40902,KY,10171,Kentucky Utilities Co,SRTV,FALSE
40903,KY,4622,"Cumberland Valley Electric, Inc.",SRTV,TRUE
40903,KY,10171,Kentucky Utilities Co,SRTV,FALSE
40906,KY,4622,"Cumberland Valley Electric, Inc.",SRTV,TRUE
40906,KY,9575,Jackson Energy Coop Corp - (KY),SRTV,FALSE
40906,KY,10171,Kentucky Utilities Co,SRTV,FALSE
40906,KY,18642,Tennessee Valley Authority,SRTV,FALSE
40913,KY,4622,"Cumberland Valley Electric, Inc.",SRTV,TRUE
40913,KY,9575,Jackson Energy Coop Corp - (KY),SRTV,FALSE
40913,KY,10171,Kentucky Utilities Co,SRTV,FALSE
40913,KY,22053,Kentucky Power Co,RFCW,FALSE
40914,KY,9575,Jackson Energy Coop Corp - (KY),SRTV,TRUE
40915,KY,4622,"Cumberland Valley Electric, Inc.",SRTV,TRUE
40915,KY,10171,Kentucky Utilities Co,SRTV,FALSE
40921,KY,4622,"Cumberland Valley Electric, Inc.",SRTV,TRUE
40923,KY,4622,"Cumberland Valley Electric, Inc.",SRTV,TRUE
40927,KY,10171,Kentucky Utilities Co,SRTV,TRUE
40927,KY,18642,Tennessee Valley Authority,SRTV,FALSE
40930,KY,10171,Kentucky Utilities Co,SRTV,TRUE
40932,KY,9575,Jackson Energy Coop Corp - (KY),SRTV,TRUE
40935,KY,4622,"Cumberland Valley Electric, Inc.",SRTV,TRUE
40935,KY,9575,Jackson Energy Coop Corp - (KY),SRTV,FALSE
40935,KY,10171,Kentucky Utilities Co,SRTV,FALSE
40939,KY,10171,Kentucky Utilities Co,SRTV,TRUE
40940,KY,9697,City of Jellico,SRTV,TRUE
40940,KY,18642,Tennessee Valley Authority,SRTV,FALSE
40940,KY,4622,"Cumberland Valley Electric, Inc.",SRTV,FALSE
40940,KY,10171,Kentucky Utilities Co,SRTV,FALSE
40941,KY,9575,Jackson Energy Coop Corp - (KY),SRTV,TRUE
40943,KY,4622,"Cumberland Valley Electric, Inc.",SRTV,TRUE
40944,KY,9575,Jackson Energy Coop Corp - (KY),SRTV,TRUE
40946,KY,4622,"Cumberland Valley Electric, Inc.",SRTV,TRUE
40949,KY,4622,"Cumberland Valley Electric, Inc.",SRTV,TRUE
40951,KY,10171,Kentucky Utilities Co,SRTV,TRUE
40953,KY,4622,"Cumberland Valley Electric, Inc.",SRTV,TRUE
40955,KY,10171,Kentucky Utilities Co,SRTV,TRUE
40958,KY,10171,Kentucky Utilities Co,SRTV,TRUE
40958,KY,18642,Tennessee Valley Authority,SRTV,FALSE
40962,KY,4622,"Cumberland Valley Electric, Inc.",SRTV,TRUE
40962,KY,9575,Jackson Energy Coop Corp - (KY),SRTV,FALSE
40962,KY,10171,Kentucky Utilities Co,SRTV,FALSE
40962,KY,22053,Kentucky Power Co,RFCW,FALSE
40964,KY,10171,Kentucky Utilities Co,SRTV,TRUE
40964,KY,18642,Tennessee Valley Authority,SRTV,FALSE
40965,KY,4622,"Cumberland Valley Electric, Inc.",SRTV,TRUE
40965,KY,10171,Kentucky Utilities Co,SRTV,FALSE
40965,KY,18642,Tennessee Valley Authority,SRTV,FALSE
40972,KY,9575,Jackson Energy Coop Corp - (KY),SRTV,TRUE
40972,KY,22053,Kentucky Power Co,RFCW,FALSE
40977,KY,4622,"Cumberland Valley Electric, Inc.",SRTV,TRUE
40977,KY,10171,Kentucky Utilities Co,SRTV,FALSE
40977,KY,18642,Tennessee Valley Authority,SRTV,FALSE
40979,KY,9575,Jackson Energy Coop Corp - (KY),SRTV,TRUE
40979,KY,22053,Kentucky Power Co,RFCW,FALSE
40981,KY,9575,Jackson Energy Coop Corp - (KY),SRTV,TRUE
40981,KY,22053,Kentucky Power Co,RFCW,FALSE
40982,KY,4622,"Cumberland Valley Electric, Inc.",SRTV,TRUE
40983,KY,9575,Jackson Energy Coop Corp - (KY),SRTV,TRUE
40988,KY,4622,"Cumberland Valley Electric, Inc.",SRTV,TRUE
40988,KY,10171,Kentucky Utilities Co,SRTV,FALSE
40988,KY,18642,Tennessee Valley Authority,SRTV,FALSE
40995,KY,4622,"Cumberland Valley Electric, Inc.",SRTV,TRUE
40995,KY,10171,Kentucky Utilities Co,SRTV,FALSE
40997,KY,4622,"Cumberland Valley Electric, Inc.",SRTV,TRUE
40997,KY,10171,Kentucky Utilities Co,SRTV,FALSE
41001,KY,19446,Duke Energy Kentucky,SRTV,TRUE
41001,KY,14251,Owen Electric Coop Inc,SRTV,FALSE
41002,KY,1886,Blue Grass Energy Coop Corp,SRTV,TRUE
41002,KY,6442,Fleming-Mason Energy Coop Inc,SRTV,FALSE
41002,KY,10171,Kentucky Utilities Co,SRTV,FALSE
41003,KY,1886,Blue Grass Energy Coop Corp,SRTV,TRUE
41003,KY,10171,Kentucky Utilities Co,SRTV,FALSE
41003,KY,14251,Owen Electric Coop Inc,SRTV,FALSE
41004,KY,1886,Blue Grass Energy Coop Corp,SRTV,TRUE
41004,KY,6442,Fleming-Mason Energy Coop Inc,SRTV,FALSE
41004,KY,10171,Kentucky Utilities Co,SRTV,FALSE
41005,KY,19446,Duke Energy Kentucky,SRTV,TRUE
41005,KY,14251,Owen Electric Coop Inc,SRTV,FALSE
41006,KY,10171,Kentucky Utilities Co,SRTV,TRUE
41006,KY,14251,Owen Electric Coop Inc,SRTV,FALSE
41007,KY,19446,Duke Energy Kentucky,SRTV,TRUE
41007,KY,10171,Kentucky Utilities Co,SRTV,FALSE
41007,KY,14251,Owen Electric Coop Inc,SRTV,FALSE
41008,KY,10171,Kentucky Utilities Co,SRTV,TRUE
41008,KY,14251,Owen Electric Coop Inc,SRTV,FALSE
41008,KY,17044,"Shelby Energy Coop, Inc - (KY)",SRTV,FALSE
41010,KY,1886,Blue Grass Energy Coop Corp,SRTV,TRUE
41010,KY,14251,Owen Electric Coop Inc,SRTV,FALSE
41010,KY,10171,Kentucky Utilities Co,SRTV,FALSE
41011,KY,19446,Duke Energy Kentucky,SRTV,TRUE
41012,KY,19446,Duke Energy Kentucky,SRTV,TRUE
41014,KY,19446,Duke Energy Kentucky,SRTV,TRUE
41015,KY,19446,Duke Energy Kentucky,SRTV,TRUE
41015,KY,14251,Owen Electric Coop Inc,SRTV,FALSE
41016,KY,19446,Duke Energy Kentucky,SRTV,TRUE
41017,KY,19446,Duke Energy Kentucky,SRTV,TRUE
41017,KY,14251,Owen Electric Coop Inc,SRTV,FALSE
41018,KY,19446,Duke Energy Kentucky,SRTV,TRUE
41018,KY,14251,Owen Electric Coop Inc,SRTV,FALSE
41019,KY,19446,Duke Energy Kentucky,SRTV,TRUE
41022,KY,19446,Duke Energy Kentucky,SRTV,TRUE
41030,KY,19446,Duke Energy Kentucky,SRTV,TRUE
41030,KY,14251,Owen Electric Coop Inc,SRTV,FALSE
41031,KY,1886,Blue Grass Energy Coop Corp,SRTV,TRUE
41031,KY,10171,Kentucky Utilities Co,SRTV,FALSE
41033,KY,19446,Duke Energy Kentucky,SRTV,TRUE
41033,KY,14251,Owen Electric Coop Inc,SRTV,FALSE
41034,KY,6442,Fleming-Mason Energy Coop Inc,SRTV,TRUE
41034,KY,10171,Kentucky Utilities Co,SRTV,FALSE
41035,KY,19446,Duke Energy Kentucky,SRTV,TRUE
41035,KY,10171,Kentucky Utilities Co,SRTV,FALSE
41035,KY,14251,Owen Electric Coop Inc,SRTV,FALSE
41037,KY,10171,Kentucky Utilities Co,SRTV,TRUE
41039,KY,6442,Fleming-Mason Energy Coop Inc,SRTV,TRUE
41039,KY,10171,Kentucky Utilities Co,SRTV,FALSE
41040,KY,1886,Blue Grass Energy Coop Corp,SRTV,TRUE
41040,KY,10171,Kentucky Utilities Co,SRTV,FALSE
41040,KY,14251,Owen Electric Coop Inc,SRTV,FALSE
41041,KY,6442,Fleming-Mason Energy Coop Inc,SRTV,TRUE
41041,KY,10171,Kentucky Utilities Co,SRTV,FALSE
41042,KY,19446,Duke Energy Kentucky,SRTV,TRUE
41042,KY,14251,Owen Electric Coop Inc,SRTV,FALSE
41043,KY,1886,Blue Grass Energy Coop Corp,SRTV,TRUE
41043,KY,10171,Kentucky Utilities Co,SRTV,FALSE
41043,KY,14251,Owen Electric Coop Inc,SRTV,FALSE
41044,KY,6442,Fleming-Mason Energy Coop Inc,SRTV,TRUE
41044,KY,10171,Kentucky Utilities Co,SRTV,FALSE
41045,KY,10171,Kentucky Utilities Co,SRTV,TRUE
41045,KY,14251,Owen Electric Coop Inc,SRTV,FALSE
41046,KY,10171,Kentucky Utilities Co,SRTV,TRUE
41046,KY,14251,Owen Electric Coop Inc,SRTV,FALSE
41048,KY,19446,Duke Energy Kentucky,SRTV,TRUE
41048,KY,14251,Owen Electric Coop Inc,SRTV,FALSE
41049,KY,6442,Fleming-Mason Energy Coop Inc,SRTV,TRUE
41051,KY,19446,Duke Energy Kentucky,SRTV,TRUE
41051,KY,14251,Owen Electric Coop Inc,SRTV,FALSE
41052,KY,10171,Kentucky Utilities Co,SRTV,TRUE
41052,KY,14251,Owen Electric Coop Inc,SRTV,FALSE
41053,KY,14251,Owen Electric Coop Inc,SRTV,TRUE
41054,KY,14251,Owen Electric Coop Inc,SRTV,TRUE
41055,KY,6442,Fleming-Mason Energy Coop Inc,SRTV,TRUE
41055,KY,10171,Kentucky Utilities Co,SRTV,FALSE
41056,KY,6442,Fleming-Mason Energy Coop Inc,SRTV,TRUE
41056,KY,10171,Kentucky Utilities Co,SRTV,FALSE
41059,KY,19446,Duke Energy Kentucky,SRTV,TRUE
41059,KY,14251,Owen Electric Coop Inc,SRTV,FALSE
41061,KY,10171,Kentucky Utilities Co,SRTV,TRUE
41062,KY,10171,Kentucky Utilities Co,SRTV,TRUE
41063,KY,19446,Duke Energy Kentucky,SRTV,TRUE
41063,KY,14251,Owen Electric Coop Inc,SRTV,FALSE
41064,KY,1886,Blue Grass Energy Coop Corp,SRTV,TRUE
41064,KY,6442,Fleming-Mason Energy Coop Inc,SRTV,FALSE
41064,KY,10171,Kentucky Utilities Co,SRTV,FALSE
41065,KY,6442,Fleming-Mason Energy Coop Inc,SRTV,TRUE
41071,KY,19446,Duke Energy Kentucky,SRTV,TRUE
41072,KY,19446,Duke Energy Kentucky,SRTV,TRUE
41073,KY,19446,Duke Energy Kentucky,SRTV,TRUE
41074,KY,19446,Duke Energy Kentucky,SRTV,TRUE
41075,KY,19446,Duke Energy Kentucky,SRTV,TRUE
41076,KY,19446,Duke Energy Kentucky,SRTV,TRUE
41080,KY,19446,Duke Energy Kentucky,SRTV,TRUE
41080,KY,14251,Owen Electric Coop Inc,SRTV,FALSE
41081,KY,6442,Fleming-Mason Energy Coop Inc,SRTV,TRUE
41083,KY,10171,Kentucky Utilities Co,SRTV,TRUE
41083,KY,14251,Owen Electric Coop Inc,SRTV,FALSE
41085,KY,19446,Duke Energy Kentucky,SRTV,TRUE
41086,KY,10171,Kentucky Utilities Co,SRTV,TRUE
41086,KY,14251,Owen Electric Coop Inc,SRTV,FALSE
41091,KY,19446,Duke Energy Kentucky,SRTV,TRUE
41091,KY,14251,Owen Electric Coop Inc,SRTV,FALSE
41092,KY,19446,Duke Energy Kentucky,SRTV,TRUE
41092,KY,14251,Owen Electric Coop Inc,SRTV,FALSE
41093,KY,6442,Fleming-Mason Energy Coop Inc,SRTV,TRUE
41093,KY,22053,Kentucky Power Co,RFCW,FALSE
41094,KY,19446,Duke Energy Kentucky,SRTV,TRUE
41094,KY,14251,Owen Electric Coop Inc,SRTV,FALSE
41095,KY,10171,Kentucky Utilities Co,SRTV,TRUE
41095,KY,14251,Owen Electric Coop Inc,SRTV,FALSE
41096,KY,10171,Kentucky Utilities Co,SRTV,TRUE
41097,KY,1886,Blue Grass Energy Coop Corp,SRTV,TRUE
41097,KY,19446,Duke Energy Kentucky,SRTV,FALSE
41097,KY,14251,Owen Electric Coop Inc,SRTV,FALSE
41098,KY,10171,Kentucky Utilities Co,SRTV,TRUE
41098,KY,14251,Owen Electric Coop Inc,SRTV,FALSE
41098,KY,17044,"Shelby Energy Coop, Inc - (KY)",SRTV,FALSE
41099,KY,19446,Duke Energy Kentucky,SRTV,TRUE
41101,KY,22053,Kentucky Power Co,RFCW,TRUE
41102,KY,22053,Kentucky Power Co,RFCW,TRUE
41105,KY,22053,Kentucky Power Co,RFCW,TRUE
41114,KY,22053,Kentucky Power Co,RFCW,TRUE
41121,KY,7558,Grayson Rural Electric Coop Corp,SRTV,TRUE
41121,KY,22053,Kentucky Power Co,RFCW,FALSE
41124,KY,1708,Big Sandy Rural Elec Coop Corp,SRTV,TRUE
41124,KY,7558,Grayson Rural Electric Coop Corp,SRTV,FALSE
41124,KY,22053,Kentucky Power Co,RFCW,FALSE
41128,KY,7558,Grayson Rural Electric Coop Corp,SRTV,TRUE
41129,KY,22053,Kentucky Power Co,RFCW,TRUE
41132,KY,22053,Kentucky Power Co,RFCW,TRUE
41135,KY,6442,Fleming-Mason Energy Coop Inc,SRTV,TRUE
41135,KY,7558,Grayson Rural Electric Coop Corp,SRTV,FALSE
41135,KY,22053,Kentucky Power Co,RFCW,FALSE
41139,KY,22053,Kentucky Power Co,RFCW,TRUE
41141,KY,6442,Fleming-Mason Energy Coop Inc,SRTV,TRUE
41141,KY,7558,Grayson Rural Electric Coop Corp,SRTV,FALSE
41142,KY,22053,Kentucky Power Co,RFCW,TRUE
41143,KY,6442,Fleming-Mason Energy Coop Inc,SRTV,TRUE
41143,KY,7558,Grayson Rural Electric Coop Corp,SRTV,FALSE
41143,KY,22053,Kentucky Power Co,RFCW,FALSE
41144,KY,7558,Grayson Rural Electric Coop Corp,SRTV,TRUE
41144,KY,22053,Kentucky Power Co,RFCW,FALSE
41146,KY,22053,Kentucky Power Co,RFCW,TRUE
41149,KY,7558,Grayson Rural Electric Coop Corp,SRTV,TRUE
41149,KY,11011,Licking Valley Rural E C C,SRTV,FALSE
41159,KY,1708,Big Sandy Rural Elec Coop Corp,SRTV,TRUE
41159,KY,7558,Grayson Rural Electric Coop Corp,SRTV,FALSE
41159,KY,11011,Licking Valley Rural E C C,SRTV,FALSE
41160,KY,7558,Grayson Rural Electric Coop Corp,SRTV,TRUE
41164,KY,6442,Fleming-Mason Energy Coop Inc,SRTV,TRUE
41164,KY,7558,Grayson Rural Electric Coop Corp,SRTV,FALSE
41164,KY,22053,Kentucky Power Co,RFCW,FALSE
41166,KY,7558,Grayson Rural Electric Coop Corp,SRTV,TRUE
41168,KY,22053,Kentucky Power Co,RFCW,TRUE
41169,KY,22053,Kentucky Power Co,RFCW,TRUE
41171,KY,7558,Grayson Rural Electric Coop Corp,SRTV,TRUE
41171,KY,11011,Licking Valley Rural E C C,SRTV,FALSE
41173,KY,22053,Kentucky Power Co,RFCW,TRUE
41174,KY,7558,Grayson Rural Electric Coop Corp,SRTV,TRUE
41174,KY,22053,Kentucky Power Co,RFCW,FALSE
41175,KY,7558,Grayson Rural Electric Coop Corp,SRTV,TRUE
41175,KY,22053,Kentucky Power Co,RFCW,FALSE
41179,KY,6442,Fleming-Mason Energy Coop Inc,SRTV,TRUE
41179,KY,7558,Grayson Rural Electric Coop Corp,SRTV,FALSE
41179,KY,22053,Kentucky Power Co,RFCW,FALSE
41180,KY,7558,Grayson Rural Electric Coop Corp,SRTV,TRUE
41180,KY,22053,Kentucky Power Co,RFCW,FALSE
41181,KY,22053,Kentucky Power Co,RFCW,TRUE
41183,KY,22053,Kentucky Power Co,RFCW,TRUE
41189,KY,6442,Fleming-Mason Energy Coop Inc,SRTV,TRUE
41201,KY,22053,Kentucky Power Co,RFCW,TRUE
41203,KY,22053,Kentucky Power Co,RFCW,TRUE
41204,KY,1708,Big Sandy Rural Elec Coop Corp,SRTV,TRUE
41204,KY,22053,Kentucky Power Co,RFCW,FALSE
41214,KY,1708,Big Sandy Rural Elec Coop Corp,SRTV,TRUE
41214,KY,22053,Kentucky Power Co,RFCW,FALSE
41216,KY,1708,Big Sandy Rural Elec Coop Corp,SRTV,TRUE
41216,KY,22053,Kentucky Power Co,RFCW,FALSE
41219,KY,1708,Big Sandy Rural Elec Coop Corp,SRTV,TRUE
41219,KY,11011,Licking Valley Rural E C C,SRTV,FALSE
41222,KY,1708,Big Sandy Rural Elec Coop Corp,SRTV,TRUE
41222,KY,22053,Kentucky Power Co,RFCW,FALSE
41224,KY,1708,Big Sandy Rural Elec Coop Corp,SRTV,TRUE
41224,KY,22053,Kentucky Power Co,RFCW,FALSE
41226,KY,1708,Big Sandy Rural Elec Coop Corp,SRTV,TRUE
41226,KY,7558,Grayson Rural Electric Coop Corp,SRTV,FALSE
41226,KY,11011,Licking Valley Rural E C C,SRTV,FALSE
41230,KY,1708,Big Sandy Rural Elec Coop Corp,SRTV,TRUE
41230,KY,7558,Grayson Rural Electric Coop Corp,SRTV,FALSE
41230,KY,22053,Kentucky Power Co,RFCW,FALSE
41231,KY,22053,Kentucky Power Co,RFCW,TRUE
41232,KY,1708,Big Sandy Rural Elec Coop Corp,SRTV,TRUE
41232,KY,22053,Kentucky Power Co,RFCW,FALSE
41234,KY,1708,Big Sandy Rural Elec Coop Corp,SRTV,TRUE
41234,KY,22053,Kentucky Power Co,RFCW,FALSE
